order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
439,ionization_rate,ionization_rate,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1016,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:351: temp79a = ionization_rate * temp79e * &
440,coolrate,coolrate,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1017,6,unstructured/ludef_t.f90(4); unstructured/init_basicq.f90(1); unstructured/transport.f90(1),"源码引用 6 处；主要在 `ludef_t.f90` 4处, `init_basicq.f90` 1处, `transport.f90` 1处。","unstructured/init_basicq.f90:36: coolrate_qp = coolrate
unstructured/ludef_t.f90:3525: ssterm(:,pp_g) = ssterm(:,pp_g) + thimpb *dt*(gam-1.)*coolrate*tempx
unstructured/ludef_t.f90:3526: ddterm(:,pp_g) = ddterm(:,pp_g) - (1.-thimpb*bdf)*dt*(gam-1.)*coolrate*tempx
unstructured/ludef_t.f90:4154: ssterm(:,pp_g) = ssterm(:,pp_g) + thimpb *dt*(gam-1.)*coolrate*tempx
unstructured/ludef_t.f90:4155: ddterm(:,pp_g) = ddterm(:,pp_g) - (1.-thimpb*bdf)*dt*(gam-1.)*coolrate*tempx
unstructured/transport.f90:674: temp79a(j) = pefac*coolrate*(pfunc(rsq)) ! now use new time p in pressure_lin"
441,ionization_temp,ionization_temp,&inputnl,Sources/Sinks,源项/汇项,real,0.01,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,电离源中的特征温度，同时出现在 Arrhenius 型 `exp(-Tion/T)` 因子和高温衰减门控中。,,unstructured/input.f90,1018,3,unstructured/transport.f90(3),源码引用 3 处；主要在 `transport.f90` 3处。,"unstructured/transport.f90:343: if(real(temp79d(j)) .gt. ionization_temp) then
unstructured/transport.f90:344: temp79e(j) = exp(-(temp79d(j) - ionization_temp) &
unstructured/transport.f90:352: exp(-ionization_temp / temp79d)"
442,ionization_depth,ionization_depth,&inputnl,Sources/Sinks,源项/汇项,real,0.01,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,温度高于 `ionization_temp` 后电离源指数衰减的温度宽度。,,unstructured/input.f90,1019,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:345: / ionization_depth)
443,isink,isink,&inputnl,Sources/Sinks,源项/汇项,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,启用局部 Gaussian 粒子汇的数量：1 使用 sink1，2 同时使用 sink1 和 sink2。,,unstructured/input.f90,1021,3,unstructured/transport.f90(2); unstructured/input.f90(1),"源码引用 3 处；主要在 `transport.f90` 2处, `input.f90` 1处。","unstructured/input.f90:1661: (ionization.ge.1 .or. isink.gt.0 &
unstructured/transport.f90:395: if(isink.ge.1) then
unstructured/transport.f90:402: if(isink.ge.2) then"
444,sink1_x,sink1_x,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1022,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:398: *exp(-((x_79 - sink1_x)**2 + (z_79 - sink1_z)**2) &
445,sink1_z,sink1_z,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1023,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:398: *exp(-((x_79 - sink1_x)**2 + (z_79 - sink1_z)**2) &
446,sink1_rate,sink1_rate,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1024,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,"unstructured/transport.f90:397: - nt79(:,OP_1)*ri_79*sink1_rate/(2.*pi*sink1_var**2) &"
447,sink1_var,sink1_var,&inputnl,Sources/Sinks,源项/汇项,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1025,2,unstructured/transport.f90(2),源码引用 2 处；主要在 `transport.f90` 2处。,"unstructured/transport.f90:397: - nt79(:,OP_1)*ri_79*sink1_rate/(2.*pi*sink1_var**2) &
unstructured/transport.f90:399: /(2.*sink1_var**2))"
448,sink2_x,sink2_x,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1026,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:405: *exp(-((x_79 - sink2_x)**2 + (z_79 - sink2_z)**2) &
449,sink2_z,sink2_z,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1027,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:405: *exp(-((x_79 - sink2_x)**2 + (z_79 - sink2_z)**2) &
450,sink2_rate,sink2_rate,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1028,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,"unstructured/transport.f90:404: - nt79(:,OP_1)*ri_79*sink2_rate/(2.*pi*sink2_var**2) &"
451,sink2_var,sink2_var,&inputnl,Sources/Sinks,源项/汇项,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,,,unstructured/input.f90,1029,2,unstructured/transport.f90(2),源码引用 2 处；主要在 `transport.f90` 2处。,"unstructured/transport.f90:404: - nt79(:,OP_1)*ri_79*sink2_rate/(2.*pi*sink2_var**2) &
unstructured/transport.f90:406: /(2.*sink2_var**2))"
452,iarc_source,iarc_source,&inputnl,Sources/Sinks,源项/汇项,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 启用与壁面法向电流和 wall-distance 相关的 arc 粒子源。,,unstructured/input.f90,1031,3,unstructured/transport.f90(2); unstructured/input.f90(1),"源码引用 3 处；主要在 `transport.f90` 2处, `input.f90` 1处。","unstructured/input.f90:1664: .or. iarc_source.ne.0)
unstructured/transport.f90:411: if(iarc_source.eq.1) then
unstructured/transport.f90:1701: if(iarc_source.ne.0) def_fields = def_fields + FIELD_WALL"
453,arc_source_alpha,arc_source_alpha,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,arc 粒子源的总幅值系数，乘正向法向电流。,,unstructured/input.f90,1032,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:422: temp79b = arc_source_alpha*temp79a* &
454,arc_source_eta,arc_source_eta,&inputnl,Sources/Sinks,源项/汇项,real,0.01,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,arc 源随 wall-distance 的尺度长度，形状含 `(w/eta)*exp(-w/eta)`。,,unstructured/input.f90,1033,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,"unstructured/transport.f90:423: (wall79(:,OP_1)/arc_source_eta)*exp(-wall79(:,OP_1)/arc_source_eta)"
455,idenfloor,idenfloor,&inputnl,Sources/Sinks,源项/汇项,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 在外侧非 plasma magnetic region 加入恢复型密度源，把密度拉向 `den_edge`；它不是逐节点硬截断。,,unstructured/input.f90,1035,2,unstructured/input.f90(1); unstructured/transport.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `transport.f90` 1处。","unstructured/input.f90:1662: .or. idenfloor.gt.0 .or. ibeam.eq.1 &
unstructured/transport.f90:431: if(idenfloor.ge.1) then"
456,alphadenfloor,alphadenfloor,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,密度恢复源 `alphadenfloor*(den_edge-n)` 的速率系数。,,unstructured/input.f90,1036,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,"unstructured/transport.f90:437: temp79a(j) = alphadenfloor*( den_edge - nt79(j,OP_1))"
457,n_target,n_target,&inputnl,Sources/Sinks,源项/汇项,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,pellet 密度反馈所追踪的目标全局粒子数/密度诊断量。,,unstructured/input.f90,1038,1,unstructured/newpar.f90(1),源码引用 1 处；主要在 `newpar.f90` 1处。,unstructured/newpar.f90:520: n_control%target_val = n_target
458,n_control_p,n_control_p,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,`n_control_type=1` pellet-rate PID 的比例增益。,,unstructured/input.f90,1039,1,unstructured/newpar.f90(1),源码引用 1 处；主要在 `newpar.f90` 1处。,unstructured/newpar.f90:517: n_control%p = n_control_p
459,n_control_i,n_control_i,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,pellet-rate PID 的积分增益。,,unstructured/input.f90,1040,1,unstructured/newpar.f90(1),源码引用 1 处；主要在 `newpar.f90` 1处。,unstructured/newpar.f90:518: n_control%i = n_control_i
460,n_control_d,n_control_d,&inputnl,Sources/Sinks,源项/汇项,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,pellet-rate PID 的微分增益。,,unstructured/input.f90,1041,1,unstructured/newpar.f90(1),源码引用 1 处；主要在 `newpar.f90` 1处。,unstructured/newpar.f90:519: n_control%d = n_control_d
461,n_control_type,n_control_type,&inputnl,Sources/Sinks,源项/汇项,integer,-1,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,-1 不启用密度控制；0 旧算法；1 标准 PID，配合 `n_control_p/i/d`。,,unstructured/input.f90,1042,2,unstructured/newpar.f90(1); unstructured/pellet.f90(1),"源码引用 2 处；主要在 `newpar.f90` 1处, `pellet.f90` 1处。","unstructured/newpar.f90:521: n_control%icontrol_type = n_control_type
unstructured/pellet.f90:185: if((pellet_state(ip).ne.1 .and. n_control_type .eq.-1) &"
20,iprad,iprad,&inputnl,PRAD Options,PRAD 简单辐射模型,integer,0,1,1: Teng's PRad module with one impurity species,1 启用 Teng PRAD 单杂质辐射模型；当前 PRAD 表中 C/Ar/Fe 常用。,,unstructured/input.f90,252,3,unstructured/input.f90(2); unstructured/transport.f90(1),"源码引用 3 处；主要在 `input.f90` 2处, `transport.f90` 1处。","unstructured/input.f90:1675: (iprad.ne.0 .or. ikprad.ne.0)
unstructured/input.f90:1724: if(iprad.eq.1 .and. myrank.eq.0) then
unstructured/transport.f90:707: if(iprad.eq.1) then"
21,prad_z,prad_z,&inputnl,PRAD Options,PRAD 简单辐射模型,integer,1,1,Z of impurity species in PRad module,PRAD 杂质电荷数；源码警告只实现 6、18、26。,,unstructured/input.f90,254,4,unstructured/input.f90(3); unstructured/transport.f90(1),"源码引用 4 处；主要在 `input.f90` 3处, `transport.f90` 1处。","unstructured/input.f90:1725: if( (prad_z .ne. 6) .and. (prad_z .ne. 18) .and. (prad_z .ne. 26) ) then
unstructured/input.f90:1727: print *, 'your prad_z =', prad_z
unstructured/input.f90:1728: print *, 'Warning: prad only implemented for prad_z=6,18,26'
unstructured/transport.f90:753: prad_z, temp79c(j), ierr)"
22,prad_fz,prad_fz,&inputnl,PRAD Options,PRAD 简单辐射模型,real,1.,1,"Density of impurity species in PRad module, as fraction of ne",,,unstructured/input.f90,256,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:747: temp79d = temp79c*prad_fz
23,iread_prad,iread_prad,&inputnl,PRAD Options,PRAD 简单辐射模型,integer,0,1,1: Read impurity density from profile_nz in units of 10^20 / m^3,,,unstructured/input.f90,259,1,unstructured/transport.f90(1),源码引用 1 处；主要在 `transport.f90` 1处。,unstructured/transport.f90:722: if(iread_prad.eq.1) then
24,ikprad,ikprad,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,0,1,1: KPRad module with one impurity species,0 关闭；1 使用 KPRAD；-1 需 USEADAS 编译，使用 ADAS 数据。 源码用法：0 关闭；1 使用内置 KPRAD polynomial fit；-1 在 `USEADAS` 编译时读 ADAS ADF11，否则报错。,,unstructured/input.f90,264,53,unstructured/auxiliary_fields.f90(15); unstructured/kprad_m3dc1.f90(10); unstructured/input.f90(6); unstructured/output.f90(6); unstructured/transport.f90(6); unstructured/kprad.f90(4); unstructured/diagnostics.f90(2); unstructured/newpar.f90(2),"源码引用 53 处；主要在 `auxiliary_fields.f90` 15处, `kprad_m3dc1.f90` 10处, `input.f90` 6处, `output.f90` 6处。","unstructured/auxiliary_fields.f90:55: if(ikprad.ne.0) call create_field(kprad_totden, ""kprad_totden"")
unstructured/auxiliary_fields.f90:104: if(ikprad.ne.0) call create_field(kprad_totden)
unstructured/auxiliary_fields.f90:162: if(ikprad.ne.0) call destroy_field(kprad_totden)
unstructured/auxiliary_fields.f90:269: if(ikprad.ne.0) then
unstructured/auxiliary_fields.f90:414: if(ikprad.ne.0) then
unstructured/auxiliary_fields.f90:488: if(ikprad.eq.0 .or. linear.eq.1) then
unstructured/auxiliary_fields.f90:519: if(ikprad.ne.0) then
unstructured/auxiliary_fields.f90:560: if(ikprad.ne.0) then
unstructured/auxiliary_fields.f90:581: if(ikprad.ne.0) then
unstructured/auxiliary_fields.f90:601: if(ikprad.ne.0) then"
25,kprad_z,kprad_z,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,1,1,Z of impurity species in KPRad module,,,unstructured/input.f90,266,54,unstructured/kprad_m3dc1.f90(37); unstructured/auxiliary_fields.f90(5); unstructured/output.f90(4); unstructured/diagnostics.f90(2); unstructured/input.f90(2); unstructured/newpar.f90(2); unstructured/restart_hdf5.f90(2),"源码引用 54 处；主要在 `kprad_m3dc1.f90` 37处, `auxiliary_fields.f90` 5处, `output.f90` 4处, `diagnostics.f90` 2处。","unstructured/auxiliary_fields.f90:270: do i=1, kprad_z
unstructured/auxiliary_fields.f90:415: do i=1, kprad_z
unstructured/auxiliary_fields.f90:520: do i=1, kprad_z
unstructured/auxiliary_fields.f90:625: do i=1, kprad_z
unstructured/auxiliary_fields.f90:655: do i=0, kprad_z
unstructured/diagnostics.f90:994: do i=1, kprad_z
unstructured/diagnostics.f90:2323: do i=1, kprad_z
unstructured/input.f90:1851: (ikprad.ne.0 .and. ipellet_z.ne.kprad_z)) then
unstructured/input.f90:1852: if(myrank.eq.0) print *, 'Error: ipellet_z != kprad_z'
unstructured/kprad_m3dc1.f90:59: call kprad_allocate(kprad_z)"
26,ikprad_evolve_neutrals,ikprad_evolve_neutrals,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,0,1,Model for advection/diffusion of neutrals,0 中性粒子不对流不扩散；1 推荐：同其它电荷态对流扩散；2 只扩散不对流。,,unstructured/input.f90,268,2,unstructured/kprad_m3dc1.f90(2),源码引用 2 处；主要在 `kprad_m3dc1.f90` 2处。,"unstructured/kprad_m3dc1.f90:400: if(ikprad_evolve_neutrals.ge.1) then
unstructured/kprad_m3dc1.f90:426: if(ikprad_evolve_neutrals.eq.2) goto 200"
27,kprad_fz,kprad_fz,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,0.,1,"Density of neutral impurity species in KPRad module, as fraction of ne",,,unstructured/input.f90,270,1,unstructured/kprad_m3dc1.f90(1),源码引用 1 处；主要在 `kprad_m3dc1.f90` 1处。,"unstructured/kprad_m3dc1.f90:197: temp79a = kprad_nz + kprad_fz*nt79(:,OP_1)"
28,kprad_nz,kprad_nz,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,0.,1,Density of neutral impurity species in KPRAD module,,,unstructured/input.f90,273,1,unstructured/kprad_m3dc1.f90(1),源码引用 1 处；主要在 `kprad_m3dc1.f90` 1处。,"unstructured/kprad_m3dc1.f90:197: temp79a = kprad_nz + kprad_fz*nt79(:,OP_1)"
29,iread_lp_source,iread_lp_source,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,0,1,Read source from Lagrangian Particle code,,,unstructured/input.f90,276,9,unstructured/kprad_m3dc1.f90(5); unstructured/input.f90(3); unstructured/transport.f90(1),"源码引用 9 处；主要在 `kprad_m3dc1.f90` 5处, `input.f90` 3处, `transport.f90` 1处。","unstructured/input.f90:1841: if(ipellet.ne.0 .or. iread_lp_source.gt.0) then
unstructured/input.f90:1866: if(iread_lp_source.gt.0 .and. npellets.gt.1) then
unstructured/input.f90:1867: if(myrank.eq.0) print *, ""Error: Can't use multiple pellets iread_lp_source""
unstructured/kprad_m3dc1.f90:575: if(ipellet.ge.1 .and. ipellet_z.eq.kprad_z .and. iread_lp_source.eq.0) then
unstructured/kprad_m3dc1.f90:583: if(iread_lp_source.eq.1) then
unstructured/kprad_m3dc1.f90:588: else if (iread_lp_source.eq.2) then
unstructured/kprad_m3dc1.f90:803: if(iread_lp_source.eq.1) then
unstructured/kprad_m3dc1.f90:845: else if(iread_lp_source.eq.2) then
unstructured/transport.f90:2167: if(iread_lp_source.gt.0) then"
30,ikprad_min_option,ikprad_min_option,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,1,1,Control behavior for KPRAD minimum density & temperature,1 低 ne/Te 时无辐射/电离/复合；2 推荐：允许复合但无辐射/电离；3 按 subcycling 中 ne/Te 判断无辐射/电离/复合。,,unstructured/input.f90,279,7,unstructured/kprad.f90(5); unstructured/kprad_m3dc1.f90(2),"源码引用 7 处；主要在 `kprad.f90` 5处, `kprad_m3dc1.f90` 2处。","unstructured/kprad.f90:345: if(ikprad_min_option.eq.2 .or. ikprad_min_option.eq.3) then
unstructured/kprad.f90:370: if (ikprad_min_option.eq.2) then
unstructured/kprad.f90:384: if(ikprad_min_option.eq.3) then
unstructured/kprad.f90:429: if(ikprad_min_option.eq.2 .or. ikprad_min_option.eq.3) then
unstructured/kprad.f90:470: if(ikprad_min_option.eq.2 .or. ikprad_min_option.eq.3) then
unstructured/kprad_m3dc1.f90:115: if(ikprad_min_option.eq.2 .or. ikprad_min_option.eq.3) then
unstructured/kprad_m3dc1.f90:603: if (ikprad_min_option.eq.1) then"
31,kprad_nemin,kprad_nemin,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,1e-12,1,Minimum elec. density for KPRAD evolution,,,unstructured/input.f90,281,7,unstructured/kprad.f90(5); unstructured/kprad_m3dc1.f90(2),"源码引用 7 处；主要在 `kprad.f90` 5处, `kprad_m3dc1.f90` 2处。","unstructured/kprad.f90:346: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) sion(:,i) = 0.
unstructured/kprad.f90:371: ne_int = merge(ne, kprad_nemin, ne.ge.kprad_nemin)
unstructured/kprad.f90:385: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) srec(:,i) = 0.
unstructured/kprad.f90:430: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) IMP_RAD(:,L) = 0.
unstructured/kprad.f90:471: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) PBREM = 0.
unstructured/kprad_m3dc1.f90:116: kprad_nemin = kprad_nemin*n0_norm
unstructured/kprad_m3dc1.f90:605: ne.lt.kprad_nemin .or. ne.ne.ne)"
32,kprad_temin,kprad_temin,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,2e-7,1,Minimum elec. temperature for KPRAD evolution,,,unstructured/input.f90,283,7,unstructured/kprad.f90(5); unstructured/kprad_m3dc1.f90(2),"源码引用 7 处；主要在 `kprad.f90` 5处, `kprad_m3dc1.f90` 2处。","unstructured/kprad.f90:346: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) sion(:,i) = 0.
unstructured/kprad.f90:372: te_int = merge(te, kprad_temin, te.ge.kprad_temin)
unstructured/kprad.f90:385: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) srec(:,i) = 0.
unstructured/kprad.f90:430: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) IMP_RAD(:,L) = 0.
unstructured/kprad.f90:471: where(ne.lt.kprad_nemin .or. te.lt.kprad_temin) PBREM = 0.
unstructured/kprad_m3dc1.f90:117: kprad_temin = kprad_temin*p0_norm/n0_norm / 1.6022e-12
unstructured/kprad_m3dc1.f90:604: advance_kprad = .not.(te.lt.kprad_temin .or. te.ne.te .or. &"
33,ikprad_max_dt,ikprad_max_dt,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,0,1,Use maximum value of dt for KPRAD ionization,0 用 MHD dt；1 推荐用 dt/(kprad_z+1)；也可配合 `kprad_max_dt` 显式限制。,,unstructured/input.f90,285,1,unstructured/kprad.f90(1),源码引用 1 处；主要在 `kprad.f90` 1处。,unstructured/kprad.f90:177: if(ikprad_max_dt.eq.1) then
34,kprad_max_dt,kprad_max_dt,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,-1.,1,Specify maximum value of dt for KPRAD ionization,,,unstructured/input.f90,287,3,unstructured/kprad.f90(3),源码引用 3 处；主要在 `kprad.f90` 3处。,"unstructured/kprad.f90:179: if(kprad_max_dt.gt.0 .and. kprad_max_dt.lt.dts_max) &
unstructured/kprad.f90:180: dts_max = kprad_max_dt
unstructured/kprad.f90:182: if(kprad_max_dt.gt.0) dts_max = kprad_max_dt"
35,ikprad_evolve_internal,ikprad_evolve_internal,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,integer,0,1,Internally evolve ne and Te within KPRAD ionization,,,unstructured/input.f90,289,4,unstructured/kprad.f90(4),源码引用 4 处；主要在 `kprad.f90` 4处。,"unstructured/kprad.f90:198: if(ikprad_evolve_internal.eq.0) then
unstructured/kprad.f90:231: if(ikprad_evolve_internal.eq.1) then
unstructured/kprad.f90:265: if(ikprad_evolve_internal.eq.1) then
unstructured/kprad.f90:292: if(ikprad_evolve_internal.eq.1) then"
36,kprad_n0_denm_fac,kprad_n0_denm_fac,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,real,1.,1,Scaling factor for neutral impurity diffusion,,,unstructured/input.f90,291,1,unstructured/kprad_m3dc1.f90(1),源码引用 1 处；主要在 `kprad_m3dc1.f90` 1处。,unstructured/kprad_m3dc1.f90:421: * kprad_n0_denm_fac
37,adas_adf11,adas_adf11,&inputnl,KPRAD Options,KPRAD 辐射/杂质模型,character(len=256),"""""",1,Path to ADAS folder with ADF11 data,字符串值可写成 `name = value` 或带引号形式；解析器会去掉首尾引号。,ifdef USEADAS,unstructured/input.f90,294,2,unstructured/adas_m3dc1.f90(2),源码引用 2 处；主要在 `adas_m3dc1.f90` 2处。,"unstructured/adas_m3dc1.f90:86: dsname = trim(adas_adf11) // trim(pltname)
unstructured/adas_m3dc1.f90:123: dsname = trim(adas_adf11) // trim(scdname)"
577,kinetic_fast_ion,kinetic_fast_ion,&inputnl,Particle Simulation Options,粒子模拟选项,integer,1,1,1: Enable fast ion PIC,,ifdef USEPARTICLES,unstructured/input.f90,1266,19,unstructured/particle.f90(6); unstructured/particle_com.f90(5); unstructured/gradshafranov.f90(3); unstructured/init_common.f90(2); unstructured/ludef_t.f90(2); unstructured/m3dc1_nint.f90(1),"源码引用 19 处；主要在 `particle.f90` 6处, `particle_com.f90` 5处, `gradshafranov.f90` 3处, `init_common.f90` 2处。","unstructured/gradshafranov.f90:619: if ((kinetic.eq.1).and.(kinetic_fast_ion.eq.1)) then
unstructured/gradshafranov.f90:652: if ((kinetic.eq.1).and.(kinetic_fast_ion.eq.1)) then
unstructured/gradshafranov.f90:1709: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/init_common.f90:487: if ((kinetic.eq.1).and.(kinetic_fast_ion.eq.1)) then
unstructured/init_common.f90:691: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/ludef_t.f90:628: if((particle_couple.ge.0).and.(kinetic_fast_ion .eq. 1)) then
unstructured/ludef_t.f90:1199: if((particle_couple.ge.0).and.(kinetic_fast_ion .eq. 1)) then
unstructured/m3dc1_nint.f90:1747: if (kinetic_fast_ion.eq.1) then
unstructured/particle.f90:330: if (kinetic_fast_ion.eq.1) then
unstructured/particle.f90:648: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then"
578,kinetic_thermal_ion,kinetic_thermal_ion,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,1: Enable thermal ion PIC and density coupling between MHD and PIC,,ifdef USEPARTICLES,unstructured/input.f90,1268,28,unstructured/particle.f90(9); unstructured/particle_com.f90(8); unstructured/ludef_t.f90(4); unstructured/gradshafranov.f90(3); unstructured/init_common.f90(2); unstructured/input.f90(1); unstructured/m3dc1_nint.f90(1),"源码引用 28 处；主要在 `particle.f90` 9处, `particle_com.f90` 8处, `ludef_t.f90` 4处, `gradshafranov.f90` 3处。","unstructured/gradshafranov.f90:670: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/gradshafranov.f90:688: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/gradshafranov.f90:1715: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:559: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:697: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/input.f90:1772: if(kinetic_thermal_ion.eq.0) particle_subcycles=1
unstructured/ludef_t.f90:642: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:1213: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:1856: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:5954: if((kinetic.eq.0).or.(kinetic_thermal_ion.eq.0)) then"
579,igyroaverage,igyroaverage,&inputnl,Particle Simulation Options,粒子模拟选项,integer,0,1,1: Enable gyro-averaging for PIC simulation,,ifdef USEPARTICLES,unstructured/input.f90,1270,10,unstructured/particle.f90(5); unstructured/particle_com.f90(5),"源码引用 10 处；主要在 `particle.f90` 5处, `particle_com.f90` 5处。","unstructured/particle.f90:626: gyroaverage_particle = igyroaverage
unstructured/particle.f90:3380: if (igyroaverage.eq.1) then
unstructured/particle.f90:3385: if (igyroaverage.eq.1) then
unstructured/particle.f90:3483: if (igyroaverage.eq.1) then
unstructured/particle.f90:3526: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:613: gyroaverage_particle = igyroaverage
unstructured/particle_com.f90:3356: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3361: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3454: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3487: if (igyroaverage.eq.1) then"
